endTime,artistName,trackName,msPlayed,dayOfWeek
2022-02-28 08:06:00,$NOT,ALONE (feat. Trippie Redd),136600,Monday
2022-02-28 08:09:00,Trippie Redd,Can't Love,169411,Monday
2022-02-28 08:13:00,Trippie Redd,Bust Down,245228,Monday
2022-02-28 08:15:00,Trippie Redd,Never Ever Land,146510,Monday
2022-02-28 08:18:00,YoungBoy Never Broke Again,Murda (feat. Trippie Redd),183681,Monday
2022-02-28 08:19:00,Joji,R.I.P. (feat. Trippie Redd),6380,Monday
2022-02-28 08:20:00,Trippie Redd,Sleepy Hollow,101353,Monday
2022-02-28 08:24:00,Trippie Redd,Forever Ever,237983,Monday
2022-02-28 08:28:00,Trippie Redd,Miss The Rage (feat. Playboi Carti),236883,Monday
2022-02-28 08:30:00,Trippie Redd,Taking A Walk,121680,Monday
2022-02-28 08:33:00,Trippie Redd,1400 / 999 Freestyle,175954,Monday
2022-02-28 08:37:00,Trippie Redd,Rich MF (feat. Polo G & Lil Durk),247714,Monday
2022-02-28 08:39:00,Trippie Redd,The Grinch,91288,Monday
2022-02-28 08:41:00,Trippie Redd,Miss The Rage (feat. Playboi Carti),3297,Monday
2022-02-28 08:41:00,XXXTENTACION,Fuck Love (feat. Trippie Redd),146520,Monday
2022-02-28 08:44:00,XXXTENTACION,bad vibes forever,150475,Monday
2022-02-28 08:46:00,Trippie Redd,Love Scars,143969,Monday
2022-02-28 08:49:00,Machine Gun Kelly,Candy (feat. Trippie Redd),156719,Monday
2022-02-28 08:52:00,Trippie Redd,Dark Knight Dummo,150709,Monday
2022-02-28 09:39:00,Trippie Redd,Dark Knight Dummo,261514,Monday
2022-02-28 09:42:00,Trippie Redd,Who Needs Love,158532,Monday
2022-02-28 09:44:00,iann dior,gone girl,136568,Monday
2022-02-28 09:51:00,Trippie Redd,Topanga,215364,Monday
2022-02-28 09:54:00,iann dior,shots in the dark (with Trippie Redd),188583,Monday
2022-02-28 09:56:00,Trippie Redd,Leray,122706,Monday
2022-02-28 09:59:00,Trippie Redd,Holy Smokes (feat. Lil Uzi Vert),181714,Monday
2022-02-28 09:59:00,Oliver Tree,Life Goes On (feat. Trippie Redd & Ski Mask The Slump God),7685,Monday
2022-02-28 10:01:00,Trippie Redd,It Takes Time,114925,Monday
2022-02-28 15:20:00,Trippie Redd,It Takes Time,167742,Monday
2022-02-28 15:21:00,Trippie Redd,6 Kiss,83369,Monday
2022-02-28 15:24:00,JPEGMAFIA,"Jesus Forgive Me, I Am A Thot",156533,Monday
2022-02-28 15:27:00,JPEGMAFIA,Kenan Vs. Kel,181113,Monday
2022-02-28 15:29:00,JPEGMAFIA,Beta Male Strategies,91789,Monday
2022-02-28 21:25:00,Lil Darkie,sun come up,88806,Monday
2022-02-28 21:27:00,Lil Darkie,sun come up,86774,Monday
2022-02-28 21:30:00,Lil Darkie,i can see clearly,193548,Monday
2022-02-28 21:33:00,Pouya,Leave Me Alone,184539,Monday
2022-02-28 21:35:00,Post Malone,Wow.,149546,Monday
2022-02-28 21:41:00,LordSakima,French Avenues,306024,Monday
2022-02-28 21:43:00,Ski Mask The Slump God,Lost In Time,121666,Monday
2022-02-28 21:46:00,Deep October,If I Miss You,175357,Monday
2022-02-28 21:49:00,Bktherula,IDK WHAT TO TELL YOU,210730,Monday
2022-02-28 21:51:00,TeeRi0,Black AirForces,132888,Monday
2022-02-28 21:54:00,Angelo Mota,TONY WITH THE NISSAN,169920,Monday
2022-02-28 21:58:00,Raury,God's Whisper,243706,Monday
2022-02-28 22:00:00,Paris Texas,BETTER DAYS,119333,Monday
2022-02-28 22:00:00,internetboy,mars man,5798,Monday
2022-03-01 06:45:00,Lil Darkie,DEATH SQUAD,850240,Tuesday
2022-03-01 06:47:00,XXXTENTACION,#PROUDCATOWNERREMIX,34460,Tuesday
2022-03-01 06:49:00,XXXTENTACION,Jocelyn Flores,119133,Tuesday
2022-03-01 06:51:00,XXXTENTACION,Hope,110886,Tuesday
2022-03-01 06:52:00,XXXTENTACION,Everybody Dies In Their Nightmares,95466,Tuesday
2022-03-01 06:55:00,XXXTENTACION,SAD!,166605,Tuesday
2022-03-01 06:57:00,XXXTENTACION,Moonlight,135090,Tuesday
2022-03-01 06:59:00,XXXTENTACION,Look At Me!,126345,Tuesday
2022-03-01 07:03:00,XXXTENTACION,vice city,220708,Tuesday
2022-03-01 07:06:00,XXXTENTACION,RIP Roach,169978,Tuesday
2022-03-01 07:07:00,XXXTENTACION,Riot,78680,Tuesday
2022-03-01 07:10:00,XXXTENTACION,Fuck Love (feat. Trippie Redd),146520,Tuesday
2022-03-01 07:11:00,XXXTENTACION,YuNg BrAtZ,101851,Tuesday
2022-03-01 07:15:00,Kodak Black,Roll in Peace (feat. XXXTENTACION),213132,Tuesday
2022-03-01 07:17:00,XXXTENTACION,Revenge,120026,Tuesday
2022-03-01 07:20:00,XXXTENTACION,the remedy for a broken heart (why am I so in love),160184,Tuesday
2022-03-01 07:23:00,Ski Mask The Slump God,Take A Step Back,210386,Tuesday
2022-03-01 07:25:00,XXXTENTACION,I Don't Wanna Do This Anymore,87560,Tuesday
2022-03-01 07:27:00,XXXTENTACION,Carry On,129720,Tuesday
2022-03-01 07:29:00,XXXTENTACION,changes,121886,Tuesday
2022-03-01 07:31:00,XXXTENTACION,bad vibes forever,150475,Tuesday
2022-03-01 07:35:00,Lil Peep,Falling Down - Bonus Track,196400,Tuesday
2022-03-01 07:37:00,XXXTENTACION,whoa (mind in awe),157776,Tuesday
2022-03-01 07:40:00,XXXTENTACION,NUMB,186267,Tuesday
2022-03-01 07:42:00,XXXTENTACION,Ex Bitch,121671,Tuesday
2022-03-01 07:45:00,XXXTENTACION,Depression & Obsession,144733,Tuesday
2022-03-01 07:46:00,XXXTENTACION,BAD!,94245,Tuesday
2022-03-01 07:50:00,Lil Wayne,Scared of the Dark (feat. XXXTENTACION),233000,Tuesday
2022-03-01 07:54:00,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),198902,Tuesday
2022-03-01 07:56:00,Bass Santana,Curse,118360,Tuesday
2022-03-01 07:58:00,XXXTENTACION,ATTENTION!,120055,Tuesday
2022-03-01 08:01:00,Noah Cyrus,Again (feat. XXXTENTACION),193961,Tuesday
2022-03-01 08:03:00,XXXTENTACION,King,112800,Tuesday
2022-03-01 08:05:00,XXXTENTACION,what are you so afraid of,150769,Tuesday
2022-03-01 08:08:00,PnB Rock,MIDDLE CHILD,151574,Tuesday
2022-03-01 08:11:00,Rich Brian,Gospel,173294,Tuesday
2022-03-01 08:14:00,XXXTENTACION,Off the Wall!,203493,Tuesday
2022-03-01 08:25:00,XXXTENTACION,Guardian angel,80912,Tuesday
2022-03-01 09:02:00,XXXTENTACION,Guardian angel,27369,Tuesday
2022-03-01 09:02:00,XXXTENTACION,Sauce!,23649,Tuesday
2022-03-01 09:05:00,JPEGMAFIA,"Jesus Forgive Me, I Am A Thot",156533,Tuesday
2022-03-01 09:08:00,JPEGMAFIA,Kenan Vs. Kel,181113,Tuesday
2022-03-01 09:11:00,JPEGMAFIA,Beta Male Strategies,198008,Tuesday
2022-03-01 09:12:00,JPEGMAFIA,JPEGMAFIA TYPE BEAT,54929,Tuesday
2022-03-01 09:15:00,JPEGMAFIA,Grimy Waifu,175201,Tuesday
2022-03-01 09:18:00,JPEGMAFIA,PTSD,142975,Tuesday
2022-03-01 12:25:00,JPEGMAFIA,PTSD,5430,Tuesday
2022-03-01 12:28:00,JPEGMAFIA,Rap Grow Old & Die x No Child Left Behind,167572,Tuesday
2022-03-01 12:31:00,JPEGMAFIA,All My Heroes Are Cornballs,203804,Tuesday
2022-03-01 12:33:00,JPEGMAFIA,BBW,96081,Tuesday
2022-03-01 12:35:00,JPEGMAFIA,PRONE!,162000,Tuesday
2022-03-01 12:36:00,JPEGMAFIA,"Lifes Hard, Here's A Song About Sorrel",61625,Tuesday
2022-03-01 12:39:00,JPEGMAFIA,Thot Tactics,170360,Tuesday
2022-03-01 12:43:00,JPEGMAFIA,Free The Frail,210569,Tuesday
2022-03-01 12:46:00,JPEGMAFIA,Post Verified Lifestyle,215470,Tuesday
2022-03-01 12:48:00,JPEGMAFIA,BasicBitchTearGas,75969,Tuesday
2022-03-01 12:50:00,JPEGMAFIA,DOTS FREESTYLE REMIX,127604,Tuesday
2022-03-01 12:51:00,JPEGMAFIA,BUTTERMILK JESUS TYPE BEAT,69261,Tuesday
2022-03-01 12:55:00,JPEGMAFIA,Papi I Missed U,242175,Tuesday
2022-03-01 12:57:00,JPEGMAFIA,"Jesus Forgive Me, I Am A Thot",156533,Tuesday
2022-03-01 13:00:00,JPEGMAFIA,Kenan Vs. Kel,181113,Tuesday
2022-03-01 13:04:00,JPEGMAFIA,Beta Male Strategies,198008,Tuesday
2022-03-01 13:05:00,JPEGMAFIA,JPEGMAFIA TYPE BEAT,54929,Tuesday
2022-03-01 13:08:00,JPEGMAFIA,Grimy Waifu,175201,Tuesday
2022-03-01 13:10:00,JPEGMAFIA,PTSD,148396,Tuesday
2022-03-01 13:13:00,JPEGMAFIA,Rap Grow Old & Die x No Child Left Behind,167572,Tuesday
2022-03-01 13:16:00,JPEGMAFIA,All My Heroes Are Cornballs,203804,Tuesday
2022-03-01 13:17:00,JPEGMAFIA,BBW,48562,Tuesday
2022-03-01 15:13:00,JPEGMAFIA,BBW,47520,Tuesday
2022-03-01 15:16:00,JPEGMAFIA,PRONE!,162000,Tuesday
2022-03-01 15:17:00,JPEGMAFIA,"Lifes Hard, Here's A Song About Sorrel",61625,Tuesday
2022-03-01 15:19:00,JPEGMAFIA,Thot Tactics,170360,Tuesday
2022-03-01 15:21:00,JPEGMAFIA,Free The Frail,101104,Tuesday
2022-03-01 15:22:00,JPEGMAFIA,Post Verified Lifestyle,50430,Tuesday
2022-03-01 15:23:00,JPEGMAFIA,Free The Frail,73758,Tuesday
2022-03-01 15:27:00,Zotiyac,Born Killer 2,218451,Tuesday
2022-03-01 15:30:00,Zotiyac,Good Luck,2648,Tuesday
2022-03-01 15:30:00,Zotiyac,Storm Is Coming,132259,Tuesday
2022-03-02 06:47:00,Zotiyac,Good Luck,137349,Wednesday
2022-03-02 06:49:00,Zotiyac,Empty The Drum,130750,Wednesday
2022-03-02 06:51:00,Zotiyac,2022 Freestyle,118629,Wednesday
2022-03-02 07:04:00,Zotiyac,Licc Hoe$,185471,Wednesday
2022-03-02 07:14:00,Zotiyac,Licc Hoe$,2032,Wednesday
2022-03-02 07:16:00,Zotiyac,Ether,160560,Wednesday
2022-03-02 07:19:00,Zotiyac,Air Headz,143952,Wednesday
2022-03-02 07:21:00,Zotiyac,Blocka,141353,Wednesday
2022-03-02 07:24:00,Zotiyac,CPR 2,153098,Wednesday
2022-03-02 07:26:00,Zotiyac,Fuckd Up,126942,Wednesday
2022-03-02 07:29:00,Zotiyac,Harder,178326,Wednesday
2022-03-02 07:31:00,Zotiyac,London Lipton,135257,Wednesday
2022-03-02 07:33:00,Zotiyac,Marvelous,129370,Wednesday
2022-03-02 07:36:00,Zotiyac,Slidin',158150,Wednesday
2022-03-02 07:39:00,Zotiyac,Animal,172418,Wednesday
2022-03-02 07:40:00,Zotiyac,Ulysses,90733,Wednesday
2022-03-02 07:43:00,Zotiyac,Hitta Freestyle,148732,Wednesday
2022-03-02 07:45:00,Zotiyac,Upstairs,123439,Wednesday
2022-03-02 07:47:00,Zotiyac,Heist187 (Burbz Freestyle) [feat. Yac],120298,Wednesday
2022-03-02 07:49:00,Zotiyac,Shark Bite,135600,Wednesday
2022-03-02 07:51:00,Zotiyac,Hmbando & Yac (Commando),123000,Wednesday
2022-03-02 07:54:00,Zotiyac,Ratz,136673,Wednesday
2022-03-02 07:56:00,Zotiyac,Come Outside,126153,Wednesday
2022-03-02 07:58:00,Zotiyac,Katrina Freestyle,123428,Wednesday
2022-03-02 08:00:00,Zotiyac,20k Freestyle,160500,Wednesday
2022-03-02 08:02:00,Zotiyac,Hired Gun,104022,Wednesday
2022-03-02 08:03:00,Zotiyac,John Doe (Freestyle),77272,Wednesday
2022-03-02 08:06:00,Zotiyac,No Witnesses,165013,Wednesday
2022-03-02 08:09:00,Zotiyac,Mardi Gras,160041,Wednesday
2022-03-02 08:11:00,Zotiyac,Red Dot,147118,Wednesday
2022-03-02 08:14:00,Zotiyac,Snakes,133253,Wednesday
2022-03-02 08:17:00,Zotiyac,Slow Leak,176866,Wednesday
2022-03-02 08:19:00,Zotiyac,007s Freestyle,132333,Wednesday
2022-03-02 08:21:00,Zotiyac,3 Choppaz,164400,Wednesday
2022-03-02 08:32:00,Zotiyac,Tornado in Dallas,39976,Wednesday
2022-03-02 09:03:00,Zotiyac,Tornado in Dallas,136062,Wednesday
2022-03-02 09:05:00,Zotiyac,Dome Cum,132322,Wednesday
2022-03-02 09:07:00,Zotiyac,Jungle Book Freestyle,120933,Wednesday
2022-03-02 09:09:00,Zotiyac,U Not In Heaven,132426,Wednesday
2022-03-02 09:12:00,Zotiyac,Gas Only,139693,Wednesday
2022-03-02 09:13:00,Zotiyac,Smoke Niggaz,96005,Wednesday
2022-03-02 09:16:00,Zotiyac,FMJ FREESTYLE,166601,Wednesday
2022-03-02 09:19:00,Zotiyac,Five Ohh Freestyle,133732,Wednesday
2022-03-02 09:21:00,Zotiyac,Popped Em Still,126313,Wednesday
2022-03-02 09:23:00,Zotiyac,Apollo 9,133810,Wednesday
2022-03-02 09:26:00,Zotiyac,VERN (RIP) FREESTYLE,163467,Wednesday
2022-03-02 09:29:00,Zotiyac,Born Killer 2,218451,Wednesday
2022-03-02 09:31:00,Zotiyac,Storm Is Coming,118663,Wednesday
2022-03-02 09:44:00,Zotiyac,Storm Is Coming,13597,Wednesday
2022-03-02 09:46:00,Zotiyac,Good Luck,140000,Wednesday
2022-03-02 09:49:00,Zotiyac,Empty The Drum,130750,Wednesday
2022-03-02 09:51:00,Zotiyac,2022 Freestyle,118629,Wednesday
2022-03-02 09:52:00,Zotiyac,Licc Hoe$,60512,Wednesday
2022-03-02 12:01:00,Zotiyac,Licc Hoe$,126730,Wednesday
2022-03-02 12:01:00,Zotiyac,Ether,15966,Wednesday
2022-03-02 15:19:00,Zotiyac,Ether,144621,Wednesday
2022-03-02 15:22:00,Zotiyac,Air Headz,143952,Wednesday
2022-03-02 15:24:00,Zotiyac,Blocka,141353,Wednesday
2022-03-02 15:37:00,Zotiyac,CPR 2,100508,Wednesday
2022-03-02 23:06:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:09:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:12:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:16:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:19:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:20:00,Evan the Red Headed,Face,74108,Wednesday
2022-03-02 23:26:00,Evan the Red Headed,Face,121211,Wednesday
2022-03-02 23:29:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:32:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:36:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:39:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:42:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:45:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:49:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:52:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:55:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-02 23:58:00,Evan the Red Headed,Face,195319,Wednesday
2022-03-03 00:02:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:05:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:08:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:12:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:15:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:18:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:21:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:25:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:28:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:31:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:34:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:38:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 00:40:00,Evan the Red Headed,Face,142450,Thursday
2022-03-03 07:13:00,Evan the Red Headed,Face,52866,Thursday
2022-03-03 07:16:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 07:19:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 07:23:00,Evan the Red Headed,Face,195319,Thursday
2022-03-03 07:24:00,Evan the Red Headed,Face,110022,Thursday
2022-03-03 07:48:00,RSK XFM,S02E37,797980,Thursday
2022-03-04 00:33:00,RSK XFM,S02E37,2551536,Friday
2022-03-04 00:43:00,RSK XFM,S02E38,243,Friday
2022-03-04 06:38:00,Tay-K,The Race,140000,Friday
2022-03-04 06:40:00,Tay-K,I <3 My Choppa,105000,Friday
2022-03-04 06:42:00,Tay-K,M.... She Wrote,112000,Friday
2022-03-04 06:44:00,Tay-K,Murder She Wrote,126344,Friday
2022-03-04 06:46:00,Tay-K,After You,135413,Friday
2022-03-04 06:48:00,Tay-K,Lemonade,132000,Friday
2022-03-04 06:51:00,Tay-K,Gotta Blast (feat. Diego Money & Bandman Fari),131000,Friday
2022-03-04 06:53:00,Tay-K,Megaman,133000,Friday
2022-03-04 06:55:00,Tay-K,The Race,140000,Friday
2022-03-04 06:57:00,Tay-K,I <3 My Choppa,105000,Friday
2022-03-04 06:59:00,Tay-K,M.... She Wrote,112000,Friday
2022-03-04 07:01:00,Tay-K,Murder She Wrote,126344,Friday
2022-03-04 07:01:00,Tay-K,After You,6973,Friday
2022-03-05 04:40:00,KYLE,Don't Wanna Fall In Love,232368,Saturday
2022-03-05 04:45:00,KYLE,iSpy (feat. Lil Yachty),252240,Saturday
2022-03-05 04:48:00,KYLE,Playinwitme (feat. Kehlani),191680,Saturday
2022-03-05 04:52:00,KYLE,iSpy (feat. Lil Yachty) - No Intro,227602,Saturday
2022-03-05 04:55:00,KYLE,YES! (feat. Rich The Kid & K CAMP),194347,Saturday
2022-03-05 04:59:00,KYLE,iSpy (feat. Lil Yachty),253106,Saturday
2022-03-05 05:02:00,KYLE,Hey Julie! (feat. Lil Yachty),156637,Saturday
2022-03-05 05:05:00,KYLE,Perfect,214465,Saturday
2022-03-05 05:08:00,KYLE,What It Is,143475,Saturday
2022-03-05 05:11:00,KYLE,Doubt It,218370,Saturday
2022-03-05 05:15:00,KYLE,F You I Love You (feat. Teyana Taylor),236295,Saturday
2022-03-05 05:19:00,KYLE,Sunday,212391,Saturday
2022-03-05 05:23:00,Marc E. Bassy,Plot Twist,227146,Saturday
2022-03-05 05:25:00,KYLE,Cmon,158572,Saturday
2022-03-05 05:29:00,KYLE,Sex & Super Smash Bros.,203489,Saturday
2022-03-05 05:31:00,Snakehips,Gucci Rock N Rolla (feat. Rivers Cuomo & KYLE),159587,Saturday
2022-03-05 05:35:00,KYLE,Moment (feat. Wiz Khalifa),188351,Saturday
2022-03-05 05:47:00,KYLE,Unreplaceable,124132,Saturday
2022-03-05 06:08:00,KYLE,Babies (feat. Alessia Cara),240093,Saturday
2022-03-05 06:11:00,KYLE,Sunshine (feat. Miguel),209448,Saturday
2022-03-05 06:15:00,KYLE,Endless Summer Symphony,229942,Saturday
2022-03-05 06:19:00,KYLE,Keep It Real,228650,Saturday
2022-03-05 06:24:00,KYLE,Ups & Downs,284173,Saturday
2022-03-05 06:29:00,KYLE,Just A Picture,240815,Saturday
2022-03-05 06:31:00,Luke Tennyson,Favorite Colors (feat. Kyle),138959,Saturday
2022-03-05 06:34:00,KYLE,Not the Same,168813,Saturday
2022-03-05 06:37:00,KYLE,iMissMe (feat. Khalid),189693,Saturday
2022-03-05 06:41:00,KYLE,Remember Me?,222682,Saturday
2022-03-05 06:43:00,KYLE,Personal,165824,Saturday
2022-03-05 06:54:00,KYLE,Endless Summer Symphony,1413,Saturday
2022-03-05 06:54:00,KYLE,FUN,291410,Saturday
2022-03-05 06:57:00,KYLE,The Force,195619,Saturday
2022-03-05 07:00:00,KYLE,Feels Good,217404,Saturday
2022-03-05 07:04:00,KYLE,SummertimeSoul,196877,Saturday
2022-03-05 07:08:00,KYLE,Don't Wanna Fall In Love,232368,Saturday
2022-03-05 07:11:00,KYLE,Endless Summer Symphony,229942,Saturday
2022-03-05 07:15:00,KYLE,Really? Yeah!,233879,Saturday
2022-03-05 07:18:00,KYLE,Deepest Part Of Me (Interlude),156251,Saturday
2022-03-05 07:22:00,KYLE,SuperDuperHero,258769,Saturday
2022-03-05 07:27:00,KYLE,All 4 You,275425,Saturday
2022-03-05 07:31:00,KYLE,Remember Me?,222682,Saturday
2022-03-05 07:35:00,KYLE,All Alright,270574,Saturday
2022-03-05 07:39:00,KYLE,DewWutItDoez,238862,Saturday
2022-03-05 07:43:00,KYLE,@FoundBae,243736,Saturday
2022-03-05 07:44:00,KYLE,The Force,21423,Saturday
2022-03-05 07:44:00,Lil Dicky,Professional Rapper (feat. Snoop Dogg),27618,Saturday
2022-03-05 07:50:00,Lil Dicky,Professional Rapper (feat. Snoop Dogg),336600,Saturday
2022-03-05 07:53:00,Lil Dicky,Who Knew,211582,Saturday
2022-03-05 07:58:00,Lil Dicky,Lemme Freak,285894,Saturday
2022-03-05 08:02:00,Lil Dicky,Lemme Freak For Real Tho (Outro),256673,Saturday
2022-03-05 08:06:00,Lil Dicky,White Crime,219936,Saturday
2022-03-05 08:10:00,Lil Dicky,Molly (feat. Brendon Urie of Panic at the Disco),244339,Saturday
2022-03-05 08:14:00,Lil Dicky,Bruh...,262984,Saturday
2022-03-05 08:16:00,Lil Dicky,Hannibal Interlude (feat. Hannibal Buress),120690,Saturday
2022-03-05 08:20:00,Lil Dicky,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),236702,Saturday
2022-03-05 09:10:00,Lil Dicky,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),54133,Saturday
2022-03-05 09:14:00,Lil Dicky,Personality (feat. T Pain),46772,Saturday
2022-03-05 09:14:00,Lil Dicky,Oh Well (feat. Jace of Two-9),208916,Saturday
2022-03-05 09:17:00,JPEGMAFIA,1539 N. Calvert,157258,Saturday
2022-03-05 09:22:00,JPEGMAFIA,Real Nega,150933,Saturday
2022-03-05 09:26:00,JPEGMAFIA,Thug Tears,198310,Saturday
2022-03-05 09:27:00,JPEGMAFIA,Dayum,85109,Saturday
2022-03-05 09:30:00,JPEGMAFIA,Baby I'm Bleeding,152245,Saturday
2022-03-05 09:32:00,JPEGMAFIA,My Thoughts On Neogaf Dying,93807,Saturday
2022-03-05 09:35:00,JPEGMAFIA,Rock N Roll Is Dead,188308,Saturday
2022-03-05 09:53:00,JPEGMAFIA,DD Form 214,27243,Saturday
2022-03-05 10:51:00,JPEGMAFIA,DD Form 214,111664,Saturday
2022-03-05 10:55:00,JPEGMAFIA,DD Form 214,56874,Saturday
2022-03-05 10:56:00,JPEGMAFIA,Germs,68658,Saturday
2022-03-05 15:04:00,JPEGMAFIA,Germs,92828,Saturday
2022-03-05 15:05:00,JPEGMAFIA,Libtard Anthem,80000,Saturday
2022-03-05 15:08:00,JPEGMAFIA,Panic Emoji,180011,Saturday
2022-03-05 15:09:00,JPEGMAFIA,DJ Snitch Bitch Interlude,83515,Saturday
2022-03-05 15:11:00,JPEGMAFIA,Whole Foods,124332,Saturday
2022-03-05 15:13:00,JPEGMAFIA,Macaulay Culkin,117482,Saturday
2022-03-05 15:17:00,JPEGMAFIA,Williamsburg,212837,Saturday
2022-03-05 15:18:00,JPEGMAFIA,I Cannot Fucking Wait Til Morrissey Dies,86778,Saturday
2022-03-05 15:30:00,JPEGMAFIA,Rainbow Six,56010,Saturday
2022-03-06 11:13:00,JPEGMAFIA,Rainbow Six,227630,Sunday
2022-03-06 11:15:00,JPEGMAFIA,1488,148410,Sunday
2022-03-06 11:18:00,JPEGMAFIA,Curb Stomp,135116,Sunday
2022-03-06 11:20:00,JPEGMAFIA,1539 N. Calvert,157258,Sunday
2022-03-06 11:23:00,JPEGMAFIA,Real Nega,150933,Sunday
2022-03-06 11:26:00,JPEGMAFIA,Thug Tears,198310,Sunday
2022-03-06 11:28:00,JPEGMAFIA,Dayum,85109,Sunday
2022-03-06 11:30:00,JPEGMAFIA,Baby I'm Bleeding,152245,Sunday
2022-03-06 11:32:00,JPEGMAFIA,My Thoughts On Neogaf Dying,93807,Sunday
2022-03-06 11:35:00,JPEGMAFIA,Rock N Roll Is Dead,188308,Sunday
2022-03-06 11:38:00,JPEGMAFIA,DD Form 214,195187,Sunday
2022-03-06 11:41:00,JPEGMAFIA,Germs,161486,Sunday
2022-03-06 11:42:00,JPEGMAFIA,Libtard Anthem,80000,Sunday
2022-03-06 11:45:00,JPEGMAFIA,Panic Emoji,180011,Sunday
2022-03-06 11:46:00,JPEGMAFIA,DJ Snitch Bitch Interlude,83515,Sunday
2022-03-06 11:49:00,JPEGMAFIA,Whole Foods,124332,Sunday
2022-03-06 11:50:00,JPEGMAFIA,Macaulay Culkin,117482,Sunday
2022-03-06 11:54:00,JPEGMAFIA,Williamsburg,212837,Sunday
2022-03-06 11:55:00,JPEGMAFIA,I Cannot Fucking Wait Til Morrissey Dies,86778,Sunday
2022-03-06 12:00:00,JPEGMAFIA,Rainbow Six,282625,Sunday
2022-03-06 12:11:00,JPEGMAFIA,1488,32171,Sunday
2022-03-06 21:39:00,Bktherula,Keep da K,122233,Sunday
2022-03-06 21:41:00,Bktherula,Coupe,127639,Sunday
2022-03-06 22:01:00,Bktherula,Keep da K,45906,Sunday
2022-03-06 22:04:00,Zotiyac,Hallelujah,148606,Sunday
2022-03-06 22:12:00,Zotiyac,Hallelujah,148606,Sunday
2022-03-06 22:15:00,Zotiyac,Hallelujah,148606,Sunday
2022-03-06 22:17:00,Zotiyac,Hallelujah,148606,Sunday
2022-03-06 22:20:00,Zotiyac,Hallelujah,148606,Sunday
2022-03-06 22:22:00,Zotiyac,Hallelujah,148606,Sunday
2022-03-06 22:25:00,Zotiyac,Hallelujah,148606,Sunday
2022-03-06 22:27:00,Zotiyac,Hallelujah,148606,Sunday
2022-03-06 22:30:00,Zotiyac,Hallelujah,148606,Sunday
2022-03-06 22:41:00,Zotiyac,Hallelujah,91843,Sunday
2022-03-06 23:35:00,Billie Holiday,Lover Man,197706,Sunday
2022-03-06 23:38:00,Anita O'Day,You Don't Know What Love Is,178066,Sunday
2022-03-06 23:41:00,Kenny Dorham,Alone Together - Rudy Van Gelder Remaster 2006,190400,Sunday
2022-03-06 23:48:00,Hank Mobley,My Sin - Remastered 2000/Rudy Van Gelder Edition,413306,Sunday
2022-03-06 23:51:00,Art Tatum,Blue Skies,172293,Sunday
2022-03-06 23:54:00,Gerry Mulligan,Lullaby Of The Leaves - 1998 Digital Remaster,195160,Sunday
2022-03-06 23:57:00,Billie Holiday,Blue Moon,207826,Sunday
2022-03-07 00:02:00,John Coltrane,My One And Only Love,296666,Monday
2022-03-07 00:06:00,Etta Jones,Don't Go To Strangers,228360,Monday
2022-03-07 00:18:00,Sonny Rollins Quartet,Tenor Madness - Rudy Van Gelder Remaster,733066,Monday
2022-03-07 00:21:00,Dean Martin,Mean To Me - Remastered/1998,130253,Monday
2022-03-07 00:29:00,Jackie McLean,Yams,480000,Monday
2022-03-07 00:42:00,Ben Webster,How Long Has This Been Going On,188013,Monday
2022-03-07 07:23:00,Lil Darkie,i can see clearly,193548,Monday
2022-03-07 07:26:00,Pouya,Leave Me Alone,184539,Monday
